idDetalleCompra,idCompra,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
25061,3855,37,"Tubo PVC Agua 1/2"" - Lote 37",7.17,22,157.74
25062,3855,11,Sifón Botella - Lote 11,9.91,63,624.33
25063,3855,34,Llave Angular Cromada - Lote 34,7.23,78,563.94
25064,3855,21,"Tubo PVC Desague 4"" - Lote 21",15.11,79,1193.69
25065,3855,8,"Codo PVC 4"" - Lote 8",1.77,47,83.19
25066,3855,11,Sifón Botella - Lote 11,10.37,23,238.51
25067,3855,29,Martillo - Lote 29,17.15,51,874.65
25068,3856,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.42,66,621.72
25069,3856,13,Hoja Sierra - Lote 13,3.28,52,170.56
25070,3856,1,Llave Lavatorio Vainsa - Lote 1,26.26,32,840.32
25071,3856,44,Martillo - Lote 44,15.22,78,1187.16
25072,3856,24,Pegamento PVC Oatey - Lote 24,23.24,27,627.48
25073,3856,27,Tubo Abasto - Lote 27,5.0,24,120.0
25074,3856,47,Mezcladora Ducha Italgrif - Lote 47,64.75,49,3172.75
25075,3857,23,"Codo PVC 4"" - Lote 23",2.39,84,200.76
25076,3857,5,Mezcladora Monocomando - Lote 5,94.7,22,2083.4
25077,3857,45,Guantes - Lote 45,5.3,28,148.4
25078,3857,19,Llave Angular Cromada - Lote 19,6.77,71,480.67
25079,3857,35,Mezcladora Monocomando - Lote 35,110.3,33,3639.9
25080,3857,50,Mezcladora Monocomando - Lote 50,96.24,46,4427.04
25081,3857,11,Sifón Botella - Lote 11,9.87,22,217.14
25082,3857,26,Sifón Botella - Lote 26,8.56,28,239.68
25083,3857,44,Martillo - Lote 44,16.8,60,1008.0
25084,3858,29,Martillo - Lote 29,15.51,81,1256.31
25085,3858,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.19,76,698.44
25086,3858,2,Mezcladora Ducha Italgrif - Lote 2,71.19,58,4129.02
25087,3858,45,Guantes - Lote 45,4.02,24,96.48
25088,3859,9,Pegamento PVC Oatey - Lote 9,23.2,61,1415.2
25089,3859,3,"Caño Jardin Bronce 1/2"" - Lote 3",10.31,29,298.99
25090,3859,32,Mezcladora Ducha Italgrif - Lote 32,74.67,62,4629.54
25091,3859,30,Guantes - Lote 30,5.28,56,295.68
25092,3859,42,Tubo Abasto - Lote 42,4.06,95,385.7
25093,3860,13,Hoja Sierra - Lote 13,3.29,92,302.68
25094,3860,15,Guantes - Lote 15,5.41,72,389.52
25095,3860,45,Guantes - Lote 45,5.03,59,296.77
25096,3860,32,Mezcladora Ducha Italgrif - Lote 32,71.14,22,1565.08
25097,3860,47,Mezcladora Ducha Italgrif - Lote 47,60.46,100,6046.0
25098,3861,47,Mezcladora Ducha Italgrif - Lote 47,71.83,65,4668.95
25099,3861,25,Cinta Teflon - Lote 25,1.31,61,79.91
25100,3861,14,Martillo - Lote 14,16.73,93,1555.89
25101,3862,5,Mezcladora Monocomando - Lote 5,95.75,32,3064.0
25102,3862,21,"Tubo PVC Desague 4"" - Lote 21",16.82,95,1597.9
25103,3862,11,Sifón Botella - Lote 11,10.25,37,379.25
25104,3862,6,"Tubo PVC Desague 4"" - Lote 6",17.96,85,1526.6
25105,3862,35,Mezcladora Monocomando - Lote 35,118.46,77,9121.42
25106,3862,8,"Codo PVC 4"" - Lote 8",2.42,75,181.5
25107,3863,18,"Caño Jardin Bronce 1/2"" - Lote 18",7.71,64,493.44
25108,3863,39,Pegamento PVC Oatey - Lote 39,18.08,72,1301.76
25109,3863,32,Mezcladora Ducha Italgrif - Lote 32,65.85,21,1382.85
25110,3863,2,Mezcladora Ducha Italgrif - Lote 2,76.06,89,6769.34
25111,3863,39,Pegamento PVC Oatey - Lote 39,21.15,80,1692.0
25112,3863,15,Guantes - Lote 15,4.51,35,157.85
25113,3863,3,"Caño Jardin Bronce 1/2"" - Lote 3",10.42,37,385.54
25114,3864,16,Llave Lavatorio Vainsa - Lote 16,24.69,92,2271.48
25115,3864,39,Pegamento PVC Oatey - Lote 39,23.5,34,799.0
25116,3864,7,"Tubo PVC Agua 1/2"" - Lote 7",7.99,68,543.32
25117,3864,21,"Tubo PVC Desague 4"" - Lote 21",15.57,95,1479.15
25118,3864,35,Mezcladora Monocomando - Lote 35,104.77,23,2409.71
25119,3864,4,Llave Angular Cromada - Lote 4,7.61,93,707.73
25120,3864,9,Pegamento PVC Oatey - Lote 9,21.79,83,1808.57
25121,3865,4,Llave Angular Cromada - Lote 4,6.38,77,491.26
25122,3865,4,Llave Angular Cromada - Lote 4,6.46,96,620.16
25123,3865,41,Sifón Botella - Lote 41,9.86,48,473.28
25124,3865,2,Mezcladora Ducha Italgrif - Lote 2,61.2,38,2325.6
25125,3865,27,Tubo Abasto - Lote 27,4.3,90,387.0
25126,3865,10,Cinta Teflon - Lote 10,1.41,21,29.61
25127,3865,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.51,56,476.56
25128,3865,11,Sifón Botella - Lote 11,7.83,91,712.53
25129,3865,17,Mezcladora Ducha Italgrif - Lote 17,71.24,93,6625.32
25130,3866,21,"Tubo PVC Desague 4"" - Lote 21",18.7,39,729.3
25131,3866,15,Guantes - Lote 15,4.6,38,174.8
25132,3866,6,"Tubo PVC Desague 4"" - Lote 6",15.17,24,364.08
25133,3866,10,Cinta Teflon - Lote 10,1.31,34,44.54
25134,3866,27,Tubo Abasto - Lote 27,4.01,42,168.42
25135,3866,21,"Tubo PVC Desague 4"" - Lote 21",17.76,25,444.0
25136,3866,24,Pegamento PVC Oatey - Lote 24,17.96,60,1077.6
25137,3866,4,Llave Angular Cromada - Lote 4,7.81,92,718.52
25138,3866,38,"Codo PVC 4"" - Lote 38",2.02,99,199.98
25139,3866,12,Tubo Abasto - Lote 12,4.48,97,434.56
25140,3867,42,Tubo Abasto - Lote 42,4.8,98,470.4
25141,3867,32,Mezcladora Ducha Italgrif - Lote 32,71.4,22,1570.8
25142,3867,14,Martillo - Lote 14,14.19,57,808.83
25143,3867,12,Tubo Abasto - Lote 12,4.57,29,132.53
25144,3867,22,"Tubo PVC Agua 1/2"" - Lote 22",8.36,37,309.32
25145,3867,17,Mezcladora Ducha Italgrif - Lote 17,82.95,39,3235.05
25146,3867,8,"Codo PVC 4"" - Lote 8",2.15,71,152.65
25147,3868,49,Llave Angular Cromada - Lote 49,6.85,82,561.7
25148,3868,37,"Tubo PVC Agua 1/2"" - Lote 37",7.32,58,424.56
25149,3868,37,"Tubo PVC Agua 1/2"" - Lote 37",7.7,21,161.7
25150,3868,17,Mezcladora Ducha Italgrif - Lote 17,61.18,93,5689.74
25151,3868,21,"Tubo PVC Desague 4"" - Lote 21",18.03,58,1045.74
25152,3868,32,Mezcladora Ducha Italgrif - Lote 32,77.83,87,6771.21
25153,3868,10,Cinta Teflon - Lote 10,1.32,97,128.04
25154,3868,4,Llave Angular Cromada - Lote 4,7.2,98,705.6
25155,3869,26,Sifón Botella - Lote 26,10.28,29,298.12
25156,3869,43,Hoja Sierra - Lote 43,3.37,33,111.21
25157,3869,29,Martillo - Lote 29,16.72,27,451.44
25158,3869,29,Martillo - Lote 29,15.56,54,840.24
25159,3869,49,Llave Angular Cromada - Lote 49,7.46,90,671.4
25160,3869,1,Llave Lavatorio Vainsa - Lote 1,26.24,21,551.04
25161,3869,36,"Tubo PVC Desague 4"" - Lote 36",14.86,25,371.5
25162,3869,3,"Caño Jardin Bronce 1/2"" - Lote 3",7.84,44,344.96
25163,3869,24,Pegamento PVC Oatey - Lote 24,23.8,75,1785.0
25164,3870,12,Tubo Abasto - Lote 12,5.57,34,189.38
25165,3870,27,Tubo Abasto - Lote 27,4.59,45,206.55
25166,3870,11,Sifón Botella - Lote 11,8.27,100,827.0
25167,3870,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.41,58,603.78
25168,3870,23,"Codo PVC 4"" - Lote 23",2.07,23,47.61
25169,3870,21,"Tubo PVC Desague 4"" - Lote 21",16.56,59,977.04
25170,3870,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.79,93,724.47
25171,3870,21,"Tubo PVC Desague 4"" - Lote 21",17.49,67,1171.83
25172,3871,32,Mezcladora Ducha Italgrif - Lote 32,82.62,66,5452.92
25173,3871,44,Martillo - Lote 44,16.81,35,588.35
25174,3871,9,Pegamento PVC Oatey - Lote 9,23.99,60,1439.4
25175,3871,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.99,22,197.78
25176,3871,19,Llave Angular Cromada - Lote 19,6.38,38,242.44
25177,3871,11,Sifón Botella - Lote 11,9.84,20,196.8
25178,3871,50,Mezcladora Monocomando - Lote 50,116.76,80,9340.8
25179,3871,27,Tubo Abasto - Lote 27,4.02,21,84.42
25180,3871,20,Mezcladora Monocomando - Lote 20,96.72,61,5899.92
25181,3871,16,Llave Lavatorio Vainsa - Lote 16,24.7,42,1037.4
25182,3872,49,Llave Angular Cromada - Lote 49,6.32,56,353.92
25183,3872,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.76,53,517.28
25184,3872,32,Mezcladora Ducha Italgrif - Lote 32,65.09,95,6183.55
25185,3872,37,"Tubo PVC Agua 1/2"" - Lote 37",7.61,61,464.21
25186,3873,1,Llave Lavatorio Vainsa - Lote 1,23.14,81,1874.34
25187,3873,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.73,58,506.34
25188,3873,1,Llave Lavatorio Vainsa - Lote 1,22.73,97,2204.81
25189,3873,46,Llave Lavatorio Vainsa - Lote 46,23.49,62,1456.38
25190,3873,18,"Caño Jardin Bronce 1/2"" - Lote 18",7.65,96,734.4
25191,3873,14,Martillo - Lote 14,17.12,47,804.64
25192,3874,37,"Tubo PVC Agua 1/2"" - Lote 37",9.48,44,417.12
25193,3874,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.22,24,245.28
25194,3874,23,"Codo PVC 4"" - Lote 23",1.85,80,148.0
25195,3874,49,Llave Angular Cromada - Lote 49,7.63,26,198.38
25196,3874,13,Hoja Sierra - Lote 13,2.57,31,79.67
25197,3874,44,Martillo - Lote 44,14.95,72,1076.4
25198,3875,16,Llave Lavatorio Vainsa - Lote 16,30.13,84,2530.92
25199,3875,23,"Codo PVC 4"" - Lote 23",1.84,88,161.92
25200,3875,15,Guantes - Lote 15,5.26,23,120.98
25201,3875,46,Llave Lavatorio Vainsa - Lote 46,30.26,68,2057.68
25202,3875,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.07,27,217.89
25203,3876,38,"Codo PVC 4"" - Lote 38",1.86,55,102.3
25204,3876,14,Martillo - Lote 14,12.54,56,702.24
25205,3876,23,"Codo PVC 4"" - Lote 23",2.28,57,129.96
25206,3876,23,"Codo PVC 4"" - Lote 23",1.8,67,120.6
25207,3876,49,Llave Angular Cromada - Lote 49,7.49,71,531.79
25208,3876,15,Guantes - Lote 15,4.3,40,172.0
25209,3876,38,"Codo PVC 4"" - Lote 38",2.24,29,64.96
25210,3876,36,"Tubo PVC Desague 4"" - Lote 36",14.91,28,417.48
25211,3876,41,Sifón Botella - Lote 41,9.33,20,186.6
25212,3876,5,Mezcladora Monocomando - Lote 5,125.98,92,11590.16
25213,3877,45,Guantes - Lote 45,4.13,23,94.99
25214,3877,45,Guantes - Lote 45,4.3,87,374.1
25215,3877,32,Mezcladora Ducha Italgrif - Lote 32,75.51,79,5965.29
25216,3877,8,"Codo PVC 4"" - Lote 8",2.16,78,168.48
25217,3877,26,Sifón Botella - Lote 26,9.06,83,751.98
25218,3877,41,Sifón Botella - Lote 41,8.81,91,801.71
25219,3877,26,Sifón Botella - Lote 26,7.87,75,590.25
25220,3877,6,"Tubo PVC Desague 4"" - Lote 6",16.74,77,1288.98
25221,3877,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.48,56,586.88
25222,3877,17,Mezcladora Ducha Italgrif - Lote 17,62.6,59,3693.4
25223,3878,29,Martillo - Lote 29,13.57,56,759.92
25224,3878,31,Llave Lavatorio Vainsa - Lote 31,31.45,62,1949.9
25225,3878,39,Pegamento PVC Oatey - Lote 39,18.79,87,1634.73
25226,3878,35,Mezcladora Monocomando - Lote 35,97.76,29,2835.04
25227,3878,35,Mezcladora Monocomando - Lote 35,108.21,34,3679.14
25228,3878,1,Llave Lavatorio Vainsa - Lote 1,31.14,32,996.48
25229,3878,40,Cinta Teflon - Lote 40,1.43,66,94.38
25230,3878,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.45,55,464.75
25231,3879,11,Sifón Botella - Lote 11,8.29,69,572.01
25232,3879,29,Martillo - Lote 29,15.99,33,527.67
25233,3879,20,Mezcladora Monocomando - Lote 20,123.41,100,12341.0
25234,3879,6,"Tubo PVC Desague 4"" - Lote 6",14.6,45,657.0
25235,3879,17,Mezcladora Ducha Italgrif - Lote 17,82.14,75,6160.5
25236,3879,24,Pegamento PVC Oatey - Lote 24,20.99,38,797.62
25237,3879,4,Llave Angular Cromada - Lote 4,6.85,53,363.05
25238,3879,17,Mezcladora Ducha Italgrif - Lote 17,66.72,61,4069.92
25239,3880,41,Sifón Botella - Lote 41,9.22,42,387.24
25240,3880,16,Llave Lavatorio Vainsa - Lote 16,29.82,87,2594.34
25241,3880,28,Hoja Sierra - Lote 28,2.6,60,156.0
25242,3880,49,Llave Angular Cromada - Lote 49,6.61,95,627.95
25243,3881,26,Sifón Botella - Lote 26,8.09,48,388.32
25244,3881,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.3,24,223.2
25245,3881,8,"Codo PVC 4"" - Lote 8",1.9,28,53.2
25246,3881,44,Martillo - Lote 44,16.82,97,1631.54
25247,3881,6,"Tubo PVC Desague 4"" - Lote 6",18.7,43,804.1
25248,3882,47,Mezcladora Ducha Italgrif - Lote 47,62.37,75,4677.75
25249,3882,36,"Tubo PVC Desague 4"" - Lote 36",18.36,52,954.72
25250,3882,23,"Codo PVC 4"" - Lote 23",1.81,30,54.3
25251,3882,35,Mezcladora Monocomando - Lote 35,114.95,80,9196.0
25252,3882,12,Tubo Abasto - Lote 12,4.38,40,175.2
25253,3882,36,"Tubo PVC Desague 4"" - Lote 36",16.84,62,1044.08
25254,3882,6,"Tubo PVC Desague 4"" - Lote 6",14.96,47,703.12
25255,3882,31,Llave Lavatorio Vainsa - Lote 31,26.92,64,1722.88
25256,3882,13,Hoja Sierra - Lote 13,3.42,57,194.94
25257,3882,2,Mezcladora Ducha Italgrif - Lote 2,70.62,99,6991.38
25258,3883,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.61,88,757.68
25259,3883,15,Guantes - Lote 15,4.23,71,300.33
25260,3883,50,Mezcladora Monocomando - Lote 50,124.41,76,9455.16
25261,3883,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.03,86,862.58
25262,3884,13,Hoja Sierra - Lote 13,2.98,34,101.32
25263,3884,36,"Tubo PVC Desague 4"" - Lote 36",14.76,60,885.6
25264,3884,31,Llave Lavatorio Vainsa - Lote 31,25.12,75,1884.0
25265,3884,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.47,52,492.44
25266,3884,49,Llave Angular Cromada - Lote 49,7.32,69,505.08
25267,3884,8,"Codo PVC 4"" - Lote 8",1.86,95,176.7
25268,3884,5,Mezcladora Monocomando - Lote 5,114.85,82,9417.7
25269,3884,43,Hoja Sierra - Lote 43,3.19,65,207.35
25270,3884,26,Sifón Botella - Lote 26,7.95,96,763.2
25271,3884,45,Guantes - Lote 45,4.26,56,238.56
25272,3885,42,Tubo Abasto - Lote 42,4.36,26,113.36
25273,3885,8,"Codo PVC 4"" - Lote 8",1.84,70,128.8
25274,3885,9,Pegamento PVC Oatey - Lote 9,18.07,85,1535.95
25275,3886,32,Mezcladora Ducha Italgrif - Lote 32,67.2,24,1612.8
25276,3886,19,Llave Angular Cromada - Lote 19,7.31,83,606.73
25277,3886,43,Hoja Sierra - Lote 43,2.73,80,218.4
25278,3886,20,Mezcladora Monocomando - Lote 20,91.77,85,7800.45
25279,3887,47,Mezcladora Ducha Italgrif - Lote 47,77.48,79,6120.92
25280,3887,9,Pegamento PVC Oatey - Lote 9,21.0,25,525.0
25281,3887,16,Llave Lavatorio Vainsa - Lote 16,30.15,92,2773.8
25282,3887,50,Mezcladora Monocomando - Lote 50,112.62,27,3040.74
25283,3888,8,"Codo PVC 4"" - Lote 8",1.84,74,136.16
25284,3888,21,"Tubo PVC Desague 4"" - Lote 21",19.29,85,1639.65
25285,3888,4,Llave Angular Cromada - Lote 4,7.15,77,550.55
25286,3888,38,"Codo PVC 4"" - Lote 38",2.21,70,154.7
25287,3888,32,Mezcladora Ducha Italgrif - Lote 32,71.76,75,5382.0
25288,3888,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.7,52,400.4
25289,3889,4,Llave Angular Cromada - Lote 4,6.64,71,471.44
25290,3889,22,"Tubo PVC Agua 1/2"" - Lote 22",9.74,90,876.6
25291,3889,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.12,87,793.44
25292,3889,19,Llave Angular Cromada - Lote 19,7.92,100,792.0
25293,3889,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.36,37,309.32
25294,3889,4,Llave Angular Cromada - Lote 4,7.76,54,419.04
25295,3889,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.03,84,758.52
25296,3889,19,Llave Angular Cromada - Lote 19,6.53,65,424.45
25297,3889,28,Hoja Sierra - Lote 28,3.49,91,317.59
25298,3890,7,"Tubo PVC Agua 1/2"" - Lote 7",8.17,42,343.14
25299,3890,12,Tubo Abasto - Lote 12,5.43,83,450.69
25300,3890,27,Tubo Abasto - Lote 27,5.51,76,418.76
25301,3890,16,Llave Lavatorio Vainsa - Lote 16,25.59,33,844.47
25302,3890,12,Tubo Abasto - Lote 12,5.34,60,320.4
25303,3890,6,"Tubo PVC Desague 4"" - Lote 6",18.65,79,1473.35
25304,3890,14,Martillo - Lote 14,12.94,43,556.42
25305,3890,10,Cinta Teflon - Lote 10,1.73,68,117.64
25306,3891,34,Llave Angular Cromada - Lote 34,6.06,67,406.02
25307,3891,26,Sifón Botella - Lote 26,8.39,47,394.33
25308,3891,34,Llave Angular Cromada - Lote 34,7.0,63,441.0
25309,3891,45,Guantes - Lote 45,4.79,95,455.05
25310,3891,32,Mezcladora Ducha Italgrif - Lote 32,60.03,28,1680.84
25311,3891,24,Pegamento PVC Oatey - Lote 24,21.03,68,1430.04
25312,3891,48,"Caño Jardin Bronce 1/2"" - Lote 48",8.05,90,724.5
25313,3891,45,Guantes - Lote 45,4.48,50,224.0
25314,3891,20,Mezcladora Monocomando - Lote 20,97.42,43,4189.06
25315,3892,34,Llave Angular Cromada - Lote 34,7.53,86,647.58
25316,3892,1,Llave Lavatorio Vainsa - Lote 1,25.49,22,560.78
25317,3892,23,"Codo PVC 4"" - Lote 23",2.31,30,69.3
25318,3892,26,Sifón Botella - Lote 26,8.93,43,383.99
25319,3892,12,Tubo Abasto - Lote 12,4.85,61,295.85
25320,3893,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.8,43,335.4
25321,3893,41,Sifón Botella - Lote 41,7.53,52,391.56
25322,3893,36,"Tubo PVC Desague 4"" - Lote 36",19.41,54,1048.14
25323,3893,47,Mezcladora Ducha Italgrif - Lote 47,71.21,84,5981.64
25324,3894,8,"Codo PVC 4"" - Lote 8",2.19,64,140.16
25325,3894,20,Mezcladora Monocomando - Lote 20,94.2,79,7441.8
25326,3894,11,Sifón Botella - Lote 11,9.8,28,274.4
25327,3894,25,Cinta Teflon - Lote 25,1.49,36,53.64
25328,3894,30,Guantes - Lote 30,4.31,100,431.0
25329,3894,46,Llave Lavatorio Vainsa - Lote 46,31.29,43,1345.47
25330,3894,2,Mezcladora Ducha Italgrif - Lote 2,62.28,73,4546.44
25331,3894,42,Tubo Abasto - Lote 42,5.26,98,515.48
25332,3894,28,Hoja Sierra - Lote 28,3.11,90,279.9
25333,3895,50,Mezcladora Monocomando - Lote 50,125.31,56,7017.36
25334,3895,50,Mezcladora Monocomando - Lote 50,90.35,89,8041.15
25335,3895,46,Llave Lavatorio Vainsa - Lote 46,24.58,44,1081.52
25336,3895,23,"Codo PVC 4"" - Lote 23",1.92,40,76.8
25337,3895,34,Llave Angular Cromada - Lote 34,6.61,100,661.0
25338,3895,24,Pegamento PVC Oatey - Lote 24,20.53,96,1970.88
25339,3895,36,"Tubo PVC Desague 4"" - Lote 36",19.43,47,913.21
25340,3895,42,Tubo Abasto - Lote 42,4.49,86,386.14
25341,3895,4,Llave Angular Cromada - Lote 4,6.69,77,515.13
25342,3895,5,Mezcladora Monocomando - Lote 5,116.91,70,8183.7
25343,3896,21,"Tubo PVC Desague 4"" - Lote 21",15.81,61,964.41
25344,3896,7,"Tubo PVC Agua 1/2"" - Lote 7",9.22,44,405.68
25345,3896,28,Hoja Sierra - Lote 28,3.29,26,85.54
25346,3896,20,Mezcladora Monocomando - Lote 20,113.26,80,9060.8
25347,3897,19,Llave Angular Cromada - Lote 19,6.65,43,285.95
25348,3897,9,Pegamento PVC Oatey - Lote 9,24.23,61,1478.03
25349,3897,17,Mezcladora Ducha Italgrif - Lote 17,68.98,70,4828.6
25350,3898,13,Hoja Sierra - Lote 13,3.29,51,167.79
25351,3898,22,"Tubo PVC Agua 1/2"" - Lote 22",7.26,81,588.06
25352,3898,28,Hoja Sierra - Lote 28,3.28,90,295.2
25353,3898,24,Pegamento PVC Oatey - Lote 24,21.05,44,926.2
25354,3898,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.35,95,888.25
25355,3898,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.07,22,199.54
25356,3899,30,Guantes - Lote 30,4.75,38,180.5
25357,3899,29,Martillo - Lote 29,15.06,39,587.34
25358,3899,40,Cinta Teflon - Lote 40,1.5,37,55.5
25359,3899,30,Guantes - Lote 30,4.48,29,129.92
25360,3899,2,Mezcladora Ducha Italgrif - Lote 2,79.06,56,4427.36
25361,3899,17,Mezcladora Ducha Italgrif - Lote 17,72.67,26,1889.42
25362,3899,39,Pegamento PVC Oatey - Lote 39,18.2,89,1619.8
25363,3899,31,Llave Lavatorio Vainsa - Lote 31,26.39,50,1319.5
25364,3899,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.51,87,740.37
25365,3899,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.95,63,500.85
25366,3900,8,"Codo PVC 4"" - Lote 8",1.95,69,134.55
25367,3900,11,Sifón Botella - Lote 11,9.58,24,229.92
25368,3900,6,"Tubo PVC Desague 4"" - Lote 6",18.12,34,616.08
25369,3900,4,Llave Angular Cromada - Lote 4,6.41,87,557.67
25370,3900,44,Martillo - Lote 44,14.13,97,1370.61
25371,3901,9,Pegamento PVC Oatey - Lote 9,22.62,30,678.6
25372,3901,6,"Tubo PVC Desague 4"" - Lote 6",14.63,37,541.31
25373,3901,45,Guantes - Lote 45,4.92,66,324.72
25374,3901,20,Mezcladora Monocomando - Lote 20,98.86,74,7315.64
25375,3901,16,Llave Lavatorio Vainsa - Lote 16,23.47,91,2135.77
25376,3901,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.4,80,832.0
25377,3901,43,Hoja Sierra - Lote 43,2.75,88,242.0
25378,3901,29,Martillo - Lote 29,17.04,73,1243.92
25379,3902,30,Guantes - Lote 30,4.04,79,319.16
25380,3902,25,Cinta Teflon - Lote 25,1.57,99,155.43
25381,3902,45,Guantes - Lote 45,5.5,62,341.0
25382,3902,13,Hoja Sierra - Lote 13,2.56,79,202.24
25383,3903,25,Cinta Teflon - Lote 25,1.55,49,75.95
25384,3903,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.07,98,888.86
25385,3903,45,Guantes - Lote 45,5.18,72,372.96
25386,3903,5,Mezcladora Monocomando - Lote 5,113.06,53,5992.18
25387,3903,14,Martillo - Lote 14,13.75,72,990.0
25388,3903,12,Tubo Abasto - Lote 12,4.61,92,424.12
25389,3904,23,"Codo PVC 4"" - Lote 23",2.25,59,132.75
25390,3904,12,Tubo Abasto - Lote 12,4.94,29,143.26
25391,3904,38,"Codo PVC 4"" - Lote 38",2.03,41,83.23
25392,3905,21,"Tubo PVC Desague 4"" - Lote 21",18.39,88,1618.32
25393,3905,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.39,21,176.19
25394,3905,32,Mezcladora Ducha Italgrif - Lote 32,79.45,73,5799.85
25395,3905,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.93,51,506.43
25396,3905,2,Mezcladora Ducha Italgrif - Lote 2,65.93,76,5010.68
25397,3906,4,Llave Angular Cromada - Lote 4,7.79,21,163.59
25398,3906,38,"Codo PVC 4"" - Lote 38",2.24,78,174.72
25399,3906,4,Llave Angular Cromada - Lote 4,7.89,80,631.2
25400,3906,28,Hoja Sierra - Lote 28,2.85,86,245.1
25401,3906,25,Cinta Teflon - Lote 25,1.38,54,74.52
25402,3906,49,Llave Angular Cromada - Lote 49,7.66,96,735.36
25403,3906,21,"Tubo PVC Desague 4"" - Lote 21",19.42,63,1223.46
25404,3906,15,Guantes - Lote 15,4.41,51,224.91
25405,3906,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.2,68,625.6
25406,3907,35,Mezcladora Monocomando - Lote 35,90.18,27,2434.86
25407,3907,12,Tubo Abasto - Lote 12,5.06,21,106.26
25408,3907,29,Martillo - Lote 29,13.87,74,1026.38
25409,3907,24,Pegamento PVC Oatey - Lote 24,17.98,45,809.1
25410,3907,47,Mezcladora Ducha Italgrif - Lote 47,81.57,83,6770.31
25411,3907,24,Pegamento PVC Oatey - Lote 24,19.87,98,1947.26
25412,3907,27,Tubo Abasto - Lote 27,5.1,37,188.7
25413,3907,41,Sifón Botella - Lote 41,8.29,80,663.2
25414,3907,14,Martillo - Lote 14,14.0,49,686.0
25415,3908,35,Mezcladora Monocomando - Lote 35,100.35,50,5017.5
25416,3908,16,Llave Lavatorio Vainsa - Lote 16,22.71,80,1816.8
25417,3908,30,Guantes - Lote 30,4.3,63,270.9
25418,3908,40,Cinta Teflon - Lote 40,1.51,73,110.23
25419,3908,31,Llave Lavatorio Vainsa - Lote 31,24.55,65,1595.75
25420,3909,25,Cinta Teflon - Lote 25,1.3,97,126.1
25421,3909,40,Cinta Teflon - Lote 40,1.44,53,76.32
25422,3909,39,Pegamento PVC Oatey - Lote 39,19.15,49,938.35
25423,3909,31,Llave Lavatorio Vainsa - Lote 31,26.07,70,1824.9
25424,3910,14,Martillo - Lote 14,15.01,99,1485.99
25425,3910,34,Llave Angular Cromada - Lote 34,7.89,33,260.37
25426,3910,30,Guantes - Lote 30,5.24,39,204.36
25427,3910,10,Cinta Teflon - Lote 10,1.31,63,82.53
25428,3910,21,"Tubo PVC Desague 4"" - Lote 21",15.71,81,1272.51
25429,3910,8,"Codo PVC 4"" - Lote 8",2.3,64,147.2
25430,3910,12,Tubo Abasto - Lote 12,4.69,59,276.71
25431,3910,4,Llave Angular Cromada - Lote 4,8.05,68,547.4
25432,3910,39,Pegamento PVC Oatey - Lote 39,18.25,85,1551.25
25433,3911,34,Llave Angular Cromada - Lote 34,6.84,62,424.08
25434,3911,12,Tubo Abasto - Lote 12,5.24,24,125.76
25435,3911,1,Llave Lavatorio Vainsa - Lote 1,28.14,98,2757.72
25436,3912,4,Llave Angular Cromada - Lote 4,7.69,27,207.63
25437,3912,36,"Tubo PVC Desague 4"" - Lote 36",18.17,93,1689.81
25438,3912,37,"Tubo PVC Agua 1/2"" - Lote 37",7.95,47,373.65
25439,3912,1,Llave Lavatorio Vainsa - Lote 1,23.38,71,1659.98
25440,3912,32,Mezcladora Ducha Italgrif - Lote 32,64.34,78,5018.52
25441,3912,14,Martillo - Lote 14,13.17,85,1119.45
25442,3912,30,Guantes - Lote 30,4.12,64,263.68
25443,3912,16,Llave Lavatorio Vainsa - Lote 16,27.54,58,1597.32
