idDetalleVenta,idVenta,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
13921,4639,4,Llave Angular Cromada,12.0,3,36.0
13922,4639,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,5,175.0
13923,4639,4,Llave Angular Cromada,12.0,7,84.0
13924,4639,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
13925,4640,11,Sifón Botella Lavatorio PVC,15.0,1,15.0
13926,4640,11,Sifón Botella Lavatorio PVC,15.0,4,60.0
13927,4640,48,Martillo de Uña (Modelo 48),25.0,6,150.0
13928,4641,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,2,7.0
13929,4641,11,Sifón Botella Lavatorio PVC,15.0,6,90.0
13930,4641,35,Cinta Teflon Grande (Modelo 35),2.5,3,7.5
13931,4641,35,Cinta Teflon Grande (Modelo 35),2.5,5,12.5
13932,4642,20,Llave Lavatorio Vainsa (Modelo 20),45.0,10,450.0
13933,4642,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,2,70.0
13934,4642,25,Cinta Teflon Grande (Modelo 25),2.5,6,15.0
13935,4642,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,10,1200.0
13936,4642,5,Mezcladora Monocomando Cocina,180.0,10,1800.0
13937,4643,43,Cinta Teflon Grande (Modelo 43),2.5,5,12.5
13938,4643,20,Llave Lavatorio Vainsa (Modelo 20),45.0,7,315.0
13939,4643,17,Llave Lavatorio Vainsa (Modelo 17),45.0,6,270.0
13940,4643,10,Cinta Teflon Grande,2.5,4,10.0
13941,4644,5,Mezcladora Monocomando Cocina,180.0,6,1080.0
13942,4644,11,Sifón Botella Lavatorio PVC,15.0,5,75.0
13943,4644,10,Cinta Teflon Grande,2.5,9,22.5
13944,4645,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
13945,4645,17,Llave Lavatorio Vainsa (Modelo 17),45.0,8,360.0
13946,4645,1,Llave Lavatorio Vainsa,45.0,2,90.0
13947,4645,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,10,140.0
13948,4645,31,Hoja de Sierra Sandflex (Modelo 31),5.0,8,40.0
13949,4646,8,"Codo PVC 4"" Desague 90°",3.5,5,17.5
13950,4647,48,Martillo de Uña (Modelo 48),25.0,10,250.0
13951,4648,10,Cinta Teflon Grande,2.5,6,15.0
13952,4648,3,"Caño Jardin Bronce 1/2""",15.0,3,45.0
13953,4648,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,1,14.0
13954,4648,4,Llave Angular Cromada,12.0,5,60.0
13955,4649,46,Llave Angular Cromada (Modelo 46),12.0,1,12.0
13956,4649,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,8,1440.0
13957,4649,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,5,70.0
13958,4649,45,Llave Lavatorio Vainsa (Modelo 45),45.0,7,315.0
13959,4650,7,"Tubo PVC Agua 1/2"" (5m)",14.0,7,98.0
13960,4650,7,"Tubo PVC Agua 1/2"" (5m)",14.0,4,56.0
13961,4651,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,10,350.0
13962,4651,9,Pegamento PVC Oatey Azul,35.0,2,70.0
13963,4651,25,Cinta Teflon Grande (Modelo 25),2.5,5,12.5
13964,4651,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,8,280.0
13965,4652,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,5,175.0
13966,4652,42,Cinta Teflon Grande (Modelo 42),2.5,3,7.5
13967,4652,46,Llave Angular Cromada (Modelo 46),12.0,9,108.0
13968,4652,46,Llave Angular Cromada (Modelo 46),12.0,4,48.0
13969,4653,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,7,98.0
13970,4653,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,9,1080.0
13971,4653,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,2,30.0
13972,4653,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,1,35.0
13973,4653,28,Tubo de Abasto Aluminio (Modelo 28),8.0,7,56.0
13974,4654,48,Martillo de Uña (Modelo 48),25.0,8,200.0
13975,4654,8,"Codo PVC 4"" Desague 90°",3.5,6,21.0
13976,4654,24,Llave Angular Cromada (Modelo 24),12.0,7,84.0
13977,4655,27,Hoja de Sierra Sandflex (Modelo 27),5.0,9,45.0
13978,4655,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,5,175.0
13979,4655,3,"Caño Jardin Bronce 1/2""",15.0,10,150.0
13980,4655,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,7,98.0
13981,4656,27,Hoja de Sierra Sandflex (Modelo 27),5.0,1,5.0
13982,4656,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,10,150.0
13983,4656,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
13984,4657,8,"Codo PVC 4"" Desague 90°",3.5,2,7.0
13985,4657,15,Guantes de Seguridad,8.0,4,32.0
13986,4657,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,6,210.0
13987,4657,27,Hoja de Sierra Sandflex (Modelo 27),5.0,4,20.0
13988,4658,24,Llave Angular Cromada (Modelo 24),12.0,2,24.0
13989,4658,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,3,42.0
13990,4658,24,Llave Angular Cromada (Modelo 24),12.0,7,84.0
13991,4659,9,Pegamento PVC Oatey Azul,35.0,2,70.0
13992,4659,10,Cinta Teflon Grande,2.5,7,17.5
13993,4659,37,Tubo de Abasto Aluminio (Modelo 37),8.0,8,64.0
13994,4659,48,Martillo de Uña (Modelo 48),25.0,5,125.0
13995,4659,36,Hoja de Sierra Sandflex (Modelo 36),5.0,7,35.0
13996,4660,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,8,224.0
13997,4660,37,Tubo de Abasto Aluminio (Modelo 37),8.0,9,72.0
13998,4660,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,10,1800.0
13999,4661,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,10,280.0
14000,4661,28,Tubo de Abasto Aluminio (Modelo 28),8.0,4,32.0
14001,4662,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,1,120.0
14002,4662,17,Llave Lavatorio Vainsa (Modelo 17),45.0,4,180.0
14003,4663,12,Tubo de Abasto Aluminio,8.0,6,48.0
14004,4663,37,Tubo de Abasto Aluminio (Modelo 37),8.0,2,16.0
14005,4664,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,1,14.0
14006,4664,8,"Codo PVC 4"" Desague 90°",3.5,3,10.5
14007,4665,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,1,35.0
14008,4665,8,"Codo PVC 4"" Desague 90°",3.5,8,28.0
14009,4665,25,Cinta Teflon Grande (Modelo 25),2.5,4,10.0
14010,4665,7,"Tubo PVC Agua 1/2"" (5m)",14.0,10,140.0
14011,4666,28,Tubo de Abasto Aluminio (Modelo 28),8.0,4,32.0
14012,4666,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,1,15.0
14013,4666,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,6,168.0
14014,4666,43,Cinta Teflon Grande (Modelo 43),2.5,6,15.0
14015,4666,15,Guantes de Seguridad,8.0,7,56.0
14016,4667,12,Tubo de Abasto Aluminio,8.0,4,32.0
14017,4667,1,Llave Lavatorio Vainsa,45.0,7,315.0
14018,4668,31,Hoja de Sierra Sandflex (Modelo 31),5.0,4,20.0
14019,4668,42,Cinta Teflon Grande (Modelo 42),2.5,6,15.0
14020,4668,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,8,960.0
14021,4668,24,Llave Angular Cromada (Modelo 24),12.0,7,84.0
14022,4669,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,5,140.0
14023,4669,5,Mezcladora Monocomando Cocina,180.0,1,180.0
14024,4669,20,Llave Lavatorio Vainsa (Modelo 20),45.0,1,45.0
14025,4669,46,Llave Angular Cromada (Modelo 46),12.0,1,12.0
14026,4669,14,Martillo de Uña,25.0,3,75.0
14027,4670,14,Martillo de Uña,25.0,3,75.0
14028,4671,12,Tubo de Abasto Aluminio,8.0,8,64.0
14029,4671,20,Llave Lavatorio Vainsa (Modelo 20),45.0,7,315.0
14030,4671,14,Martillo de Uña,25.0,6,150.0
14031,4671,9,Pegamento PVC Oatey Azul,35.0,4,140.0
14032,4671,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,7,105.0
14033,4672,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,3,42.0
14034,4672,1,Llave Lavatorio Vainsa,45.0,4,180.0
14035,4672,35,Cinta Teflon Grande (Modelo 35),2.5,1,2.5
14036,4672,44,Tubo de Abasto Aluminio (Modelo 44),8.0,7,56.0
14037,4672,44,Tubo de Abasto Aluminio (Modelo 44),8.0,10,80.0
14038,4673,9,Pegamento PVC Oatey Azul,35.0,2,70.0
14039,4673,36,Hoja de Sierra Sandflex (Modelo 36),5.0,6,30.0
14040,4673,13,Hoja de Sierra Sandflex,5.0,2,10.0
14041,4673,46,Llave Angular Cromada (Modelo 46),12.0,2,24.0
14042,4674,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,2,28.0
14043,4674,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,8,120.0
14044,4675,28,Tubo de Abasto Aluminio (Modelo 28),8.0,7,56.0
14045,4675,26,Hoja de Sierra Sandflex (Modelo 26),5.0,4,20.0
14046,4675,26,Hoja de Sierra Sandflex (Modelo 26),5.0,10,50.0
14047,4675,20,Llave Lavatorio Vainsa (Modelo 20),45.0,8,360.0
14048,4676,42,Cinta Teflon Grande (Modelo 42),2.5,4,10.0
14049,4677,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,9,315.0
14050,4677,18,Llave Angular Cromada (Modelo 18),12.0,6,72.0
14051,4677,1,Llave Lavatorio Vainsa,45.0,4,180.0
14052,4678,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,1,120.0
14053,4678,46,Llave Angular Cromada (Modelo 46),12.0,3,36.0
14054,4678,43,Cinta Teflon Grande (Modelo 43),2.5,10,25.0
14055,4678,18,Llave Angular Cromada (Modelo 18),12.0,1,12.0
14056,4679,14,Martillo de Uña,25.0,6,150.0
14057,4679,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,4,720.0
14058,4679,43,Cinta Teflon Grande (Modelo 43),2.5,2,5.0
14059,4680,48,Martillo de Uña (Modelo 48),25.0,6,150.0
14060,4680,9,Pegamento PVC Oatey Azul,35.0,8,280.0
14061,4680,45,Llave Lavatorio Vainsa (Modelo 45),45.0,6,270.0
14062,4681,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,6,210.0
14063,4682,4,Llave Angular Cromada,12.0,6,72.0
14064,4682,26,Hoja de Sierra Sandflex (Modelo 26),5.0,9,45.0
14065,4683,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,2,30.0
14066,4684,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,3,45.0
14067,4684,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,10,350.0
14068,4684,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,9,315.0
14069,4684,39,Guantes de Seguridad (Modelo 39),8.0,2,16.0
14070,4685,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,4,56.0
14071,4685,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,9,126.0
14072,4685,11,Sifón Botella Lavatorio PVC,15.0,1,15.0
14073,4685,46,Llave Angular Cromada (Modelo 46),12.0,2,24.0
14074,4685,21,Llave Angular Cromada (Modelo 21),12.0,2,24.0
14075,4686,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,8,224.0
14076,4686,27,Hoja de Sierra Sandflex (Modelo 27),5.0,5,25.0
14077,4686,37,Tubo de Abasto Aluminio (Modelo 37),8.0,2,16.0
14078,4686,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,7,98.0
14079,4687,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,7,196.0
14080,4687,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,3,105.0
14081,4687,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,3,42.0
14082,4688,7,"Tubo PVC Agua 1/2"" (5m)",14.0,10,140.0
14083,4688,42,Cinta Teflon Grande (Modelo 42),2.5,6,15.0
14084,4688,43,Cinta Teflon Grande (Modelo 43),2.5,5,12.5
14085,4688,46,Llave Angular Cromada (Modelo 46),12.0,10,120.0
14086,4689,20,Llave Lavatorio Vainsa (Modelo 20),45.0,9,405.0
14087,4689,17,Llave Lavatorio Vainsa (Modelo 17),45.0,10,450.0
14088,4689,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,5,17.5
14089,4689,13,Hoja de Sierra Sandflex,5.0,5,25.0
14090,4689,48,Martillo de Uña (Modelo 48),25.0,6,150.0
14091,4690,26,Hoja de Sierra Sandflex (Modelo 26),5.0,2,10.0
14092,4690,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,4,480.0
14093,4690,35,Cinta Teflon Grande (Modelo 35),2.5,9,22.5
14094,4690,28,Tubo de Abasto Aluminio (Modelo 28),8.0,6,48.0
14095,4691,46,Llave Angular Cromada (Modelo 46),12.0,10,120.0
14096,4692,39,Guantes de Seguridad (Modelo 39),8.0,6,48.0
14097,4692,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,7,840.0
14098,4692,48,Martillo de Uña (Modelo 48),25.0,8,200.0
14099,4693,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
14100,4693,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,10,140.0
14101,4694,8,"Codo PVC 4"" Desague 90°",3.5,10,35.0
14102,4695,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,8,1440.0
14103,4695,2,Mezcladora Ducha Italgrif,120.0,7,840.0
14104,4696,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,6,21.0
14105,4696,43,Cinta Teflon Grande (Modelo 43),2.5,4,10.0
14106,4696,27,Hoja de Sierra Sandflex (Modelo 27),5.0,1,5.0
14107,4696,46,Llave Angular Cromada (Modelo 46),12.0,9,108.0
14108,4696,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,9,1080.0
14109,4697,1,Llave Lavatorio Vainsa,45.0,3,135.0
14110,4697,2,Mezcladora Ducha Italgrif,120.0,4,480.0
14111,4698,7,"Tubo PVC Agua 1/2"" (5m)",14.0,2,28.0
14112,4698,11,Sifón Botella Lavatorio PVC,15.0,1,15.0
14113,4698,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,10,140.0
14114,4698,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,7,840.0
14115,4698,26,Hoja de Sierra Sandflex (Modelo 26),5.0,8,40.0
14116,4699,11,Sifón Botella Lavatorio PVC,15.0,1,15.0
14117,4699,13,Hoja de Sierra Sandflex,5.0,8,40.0
14118,4699,15,Guantes de Seguridad,8.0,5,40.0
14119,4699,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,5,17.5
14120,4700,27,Hoja de Sierra Sandflex (Modelo 27),5.0,8,40.0
14121,4700,1,Llave Lavatorio Vainsa,45.0,8,360.0
14122,4700,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,2,360.0
14123,4701,43,Cinta Teflon Grande (Modelo 43),2.5,6,15.0
14124,4701,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,5,600.0
14125,4701,13,Hoja de Sierra Sandflex,5.0,10,50.0
14126,4701,27,Hoja de Sierra Sandflex (Modelo 27),5.0,8,40.0
14127,4702,17,Llave Lavatorio Vainsa (Modelo 17),45.0,7,315.0
14128,4702,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,4,112.0
14129,4702,39,Guantes de Seguridad (Modelo 39),8.0,4,32.0
14130,4703,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,10,1200.0
14131,4703,1,Llave Lavatorio Vainsa,45.0,10,450.0
14132,4703,48,Martillo de Uña (Modelo 48),25.0,6,150.0
14133,4704,42,Cinta Teflon Grande (Modelo 42),2.5,9,22.5
14134,4704,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,4,480.0
14135,4704,46,Llave Angular Cromada (Modelo 46),12.0,1,12.0
14136,4704,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,6,84.0
14137,4704,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,9,252.0
14138,4705,4,Llave Angular Cromada,12.0,3,36.0
14139,4706,9,Pegamento PVC Oatey Azul,35.0,10,350.0
14140,4707,9,Pegamento PVC Oatey Azul,35.0,6,210.0
14141,4707,18,Llave Angular Cromada (Modelo 18),12.0,8,96.0
14142,4707,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,9,31.5
14143,4707,4,Llave Angular Cromada,12.0,1,12.0
14144,4708,20,Llave Lavatorio Vainsa (Modelo 20),45.0,1,45.0
14145,4709,25,Cinta Teflon Grande (Modelo 25),2.5,2,5.0
14146,4709,21,Llave Angular Cromada (Modelo 21),12.0,10,120.0
14147,4709,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,1,15.0
14148,4710,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,1,35.0
14149,4711,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,9,252.0
14150,4711,21,Llave Angular Cromada (Modelo 21),12.0,5,60.0
14151,4712,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,5,900.0
14152,4712,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,8,960.0
14153,4713,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,10,140.0
14154,4713,15,Guantes de Seguridad,8.0,10,80.0
14155,4713,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,1,180.0
14156,4713,36,Hoja de Sierra Sandflex (Modelo 36),5.0,10,50.0
14157,4714,7,"Tubo PVC Agua 1/2"" (5m)",14.0,10,140.0
14158,4714,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,6,168.0
14159,4715,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,4,112.0
14160,4716,1,Llave Lavatorio Vainsa,45.0,6,270.0
14161,4716,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,3,105.0
14162,4717,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,2,70.0
14163,4717,7,"Tubo PVC Agua 1/2"" (5m)",14.0,2,28.0
14164,4718,39,Guantes de Seguridad (Modelo 39),8.0,5,40.0
14165,4718,48,Martillo de Uña (Modelo 48),25.0,1,25.0
14166,4718,37,Tubo de Abasto Aluminio (Modelo 37),8.0,5,40.0
14167,4719,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,2,70.0
14168,4719,12,Tubo de Abasto Aluminio,8.0,6,48.0
14169,4719,37,Tubo de Abasto Aluminio (Modelo 37),8.0,8,64.0
14170,4719,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,10,1200.0
14171,4719,48,Martillo de Uña (Modelo 48),25.0,10,250.0
14172,4720,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,3,42.0
14173,4720,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,9,126.0
14174,4721,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,7,105.0
14175,4721,28,Tubo de Abasto Aluminio (Modelo 28),8.0,1,8.0
14176,4721,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,7,1260.0
14177,4721,11,Sifón Botella Lavatorio PVC,15.0,9,135.0
14178,4722,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,5,17.5
14179,4722,2,Mezcladora Ducha Italgrif,120.0,4,480.0
14180,4723,35,Cinta Teflon Grande (Modelo 35),2.5,8,20.0
14181,4723,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,5,175.0
14182,4724,7,"Tubo PVC Agua 1/2"" (5m)",14.0,9,126.0
14183,4724,13,Hoja de Sierra Sandflex,5.0,7,35.0
14184,4724,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,3,42.0
14185,4724,45,Llave Lavatorio Vainsa (Modelo 45),45.0,10,450.0
14186,4724,43,Cinta Teflon Grande (Modelo 43),2.5,4,10.0
14187,4725,12,Tubo de Abasto Aluminio,8.0,7,56.0
14188,4726,11,Sifón Botella Lavatorio PVC,15.0,1,15.0
14189,4726,31,Hoja de Sierra Sandflex (Modelo 31),5.0,2,10.0
14190,4726,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,5,175.0
14191,4726,36,Hoja de Sierra Sandflex (Modelo 36),5.0,2,10.0
14192,4726,36,Hoja de Sierra Sandflex (Modelo 36),5.0,6,30.0
14193,4727,7,"Tubo PVC Agua 1/2"" (5m)",14.0,2,28.0
14194,4727,31,Hoja de Sierra Sandflex (Modelo 31),5.0,9,45.0
14195,4728,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,8,224.0
14196,4728,26,Hoja de Sierra Sandflex (Modelo 26),5.0,8,40.0
14197,4728,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,2,240.0
14198,4729,36,Hoja de Sierra Sandflex (Modelo 36),5.0,10,50.0
14199,4729,9,Pegamento PVC Oatey Azul,35.0,1,35.0
14200,4729,15,Guantes de Seguridad,8.0,1,8.0
14201,4729,10,Cinta Teflon Grande,2.5,9,22.5
14202,4729,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,6,168.0
14203,4730,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,9,315.0
14204,4731,14,Martillo de Uña,25.0,7,175.0
14205,4732,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,9,1080.0
14206,4732,31,Hoja de Sierra Sandflex (Modelo 31),5.0,2,10.0
14207,4732,39,Guantes de Seguridad (Modelo 39),8.0,3,24.0
14208,4732,18,Llave Angular Cromada (Modelo 18),12.0,10,120.0
14209,4733,25,Cinta Teflon Grande (Modelo 25),2.5,6,15.0
14210,4733,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,8,120.0
14211,4734,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,10,350.0
14212,4734,27,Hoja de Sierra Sandflex (Modelo 27),5.0,8,40.0
14213,4734,17,Llave Lavatorio Vainsa (Modelo 17),45.0,6,270.0
14214,4734,7,"Tubo PVC Agua 1/2"" (5m)",14.0,5,70.0
14215,4735,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,3,105.0
14216,4735,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,8,280.0
14217,4735,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,5,600.0
14218,4735,20,Llave Lavatorio Vainsa (Modelo 20),45.0,9,405.0
14219,4736,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,7,840.0
14220,4736,42,Cinta Teflon Grande (Modelo 42),2.5,10,25.0
14221,4737,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,6,168.0
14222,4738,8,"Codo PVC 4"" Desague 90°",3.5,6,21.0
14223,4739,15,Guantes de Seguridad,8.0,9,72.0
14224,4739,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,2,70.0
14225,4740,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,7,245.0
14226,4740,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,1,120.0
14227,4740,42,Cinta Teflon Grande (Modelo 42),2.5,6,15.0
14228,4740,4,Llave Angular Cromada,12.0,7,84.0
14229,4741,13,Hoja de Sierra Sandflex,5.0,9,45.0
14230,4741,48,Martillo de Uña (Modelo 48),25.0,4,100.0
14231,4741,5,Mezcladora Monocomando Cocina,180.0,10,1800.0
14232,4741,15,Guantes de Seguridad,8.0,5,40.0
14233,4741,28,Tubo de Abasto Aluminio (Modelo 28),8.0,6,48.0
14234,4742,21,Llave Angular Cromada (Modelo 21),12.0,9,108.0
14235,4742,28,Tubo de Abasto Aluminio (Modelo 28),8.0,1,8.0
14236,4742,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,5,70.0
14237,4742,48,Martillo de Uña (Modelo 48),25.0,6,150.0
14238,4743,14,Martillo de Uña,25.0,9,225.0
14239,4743,37,Tubo de Abasto Aluminio (Modelo 37),8.0,3,24.0
14240,4744,24,Llave Angular Cromada (Modelo 24),12.0,3,36.0
14241,4744,18,Llave Angular Cromada (Modelo 18),12.0,6,72.0
14242,4744,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,1,28.0
14243,4744,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,2,30.0
14244,4744,21,Llave Angular Cromada (Modelo 21),12.0,6,72.0
14245,4745,26,Hoja de Sierra Sandflex (Modelo 26),5.0,4,20.0
14246,4745,35,Cinta Teflon Grande (Modelo 35),2.5,9,22.5
14247,4746,11,Sifón Botella Lavatorio PVC,15.0,5,75.0
14248,4746,44,Tubo de Abasto Aluminio (Modelo 44),8.0,3,24.0
14249,4747,8,"Codo PVC 4"" Desague 90°",3.5,9,31.5
14250,4747,48,Martillo de Uña (Modelo 48),25.0,7,175.0
14251,4747,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,3,10.5
14252,4747,46,Llave Angular Cromada (Modelo 46),12.0,9,108.0
14253,4748,48,Martillo de Uña (Modelo 48),25.0,5,125.0
14254,4748,31,Hoja de Sierra Sandflex (Modelo 31),5.0,7,35.0
14255,4748,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,3,360.0
14256,4748,14,Martillo de Uña,25.0,8,200.0
14257,4749,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,5,175.0
14258,4749,31,Hoja de Sierra Sandflex (Modelo 31),5.0,9,45.0
14259,4749,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,8,112.0
14260,4749,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,3,42.0
14261,4749,27,Hoja de Sierra Sandflex (Modelo 27),5.0,9,45.0
14262,4750,8,"Codo PVC 4"" Desague 90°",3.5,10,35.0
14263,4750,10,Cinta Teflon Grande,2.5,3,7.5
14264,4751,45,Llave Lavatorio Vainsa (Modelo 45),45.0,4,180.0
14265,4751,9,Pegamento PVC Oatey Azul,35.0,9,315.0
14266,4752,12,Tubo de Abasto Aluminio,8.0,6,48.0
14267,4752,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,10,140.0
14268,4752,17,Llave Lavatorio Vainsa (Modelo 17),45.0,2,90.0
14269,4752,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,6,84.0
14270,4753,18,Llave Angular Cromada (Modelo 18),12.0,2,24.0
14271,4753,35,Cinta Teflon Grande (Modelo 35),2.5,10,25.0
14272,4753,11,Sifón Botella Lavatorio PVC,15.0,6,90.0
14273,4754,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,1,3.5
14274,4754,4,Llave Angular Cromada,12.0,4,48.0
14275,4754,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,7,245.0
14276,4755,11,Sifón Botella Lavatorio PVC,15.0,9,135.0
14277,4755,10,Cinta Teflon Grande,2.5,7,17.5
14278,4756,43,Cinta Teflon Grande (Modelo 43),2.5,5,12.5
14279,4756,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,1,120.0
14280,4756,20,Llave Lavatorio Vainsa (Modelo 20),45.0,8,360.0
14281,4757,7,"Tubo PVC Agua 1/2"" (5m)",14.0,7,98.0
