idCompra,Fecha_Compra,nombreProveedor,Total
COMP-5070,2024-07-18,Proveedor 290,2590.09
COMP-5071,2025-09-28,Proveedor 371,4944.23
COMP-5072,2024-12-11,Proveedor 403,1961.86
COMP-5073,2023-07-10,Proveedor 3,3528.5
COMP-5074,2025-02-09,Proveedor 332,4303.85
COMP-5075,2025-10-31,Proveedor 486,3363.81
COMP-5076,2023-06-19,Proveedor 333,4210.63
COMP-5077,2025-08-30,Proveedor 492,361.95
COMP-5078,2024-02-25,Proveedor 187,4001.31
COMP-5079,2025-03-23,Proveedor 15,159.73
COMP-5080,2023-01-21,Proveedor 375,4169.18
COMP-5081,2025-09-03,Proveedor 118,4343.66
COMP-5082,2024-04-10,Proveedor 92,4580.86
COMP-5083,2023-05-08,Proveedor 220,4738.67
COMP-5084,2025-06-22,Proveedor 472,2878.88
COMP-5085,2024-09-20,Proveedor 434,680.23
COMP-5086,2023-01-17,Proveedor 366,217.5
COMP-5087,2023-06-18,Proveedor 116,3846.55
COMP-5088,2023-04-05,Proveedor 178,4800.83
COMP-5089,2024-10-10,Proveedor 28,2800.22
COMP-5090,2025-07-30,Proveedor 316,3190.18
COMP-5091,2025-06-19,Proveedor 258,4254.4
COMP-5092,2023-08-20,Proveedor 242,3154.97
COMP-5093,2024-12-15,Proveedor 45,1032.78
COMP-5094,2024-06-19,Proveedor 488,4589.4
COMP-5095,2024-10-31,Proveedor 154,3899.53
COMP-5096,2025-05-01,Proveedor 404,4075.25
COMP-5097,2025-01-14,Proveedor 211,3525.87
COMP-5098,2024-07-20,Proveedor 328,3873.52
COMP-5099,2023-05-30,Proveedor 170,1499.19
COMP-5100,2024-05-12,Proveedor 318,1954.02
COMP-5101,2023-06-08,Proveedor 343,914.7
COMP-5102,2024-11-29,Proveedor 278,3931.94
COMP-5103,2024-11-02,Proveedor 320,498.68
COMP-5104,2025-03-24,Proveedor 435,1883.24
COMP-5105,2023-01-12,Proveedor 269,1826.72
COMP-5106,2025-01-04,Proveedor 344,2340.82
COMP-5107,2025-06-03,Proveedor 381,416.46
COMP-5108,2023-06-10,Proveedor 328,1193.1
COMP-5109,2023-09-25,Proveedor 194,2691.27
COMP-5110,2024-08-12,Proveedor 71,401.5
COMP-5111,2025-06-30,Proveedor 326,1710.14
COMP-5112,2023-06-19,Proveedor 109,1603.59
COMP-5113,2023-03-22,Proveedor 177,1623.79
COMP-5114,2025-08-16,Proveedor 150,3960.04
COMP-5115,2025-04-15,Proveedor 122,4518.25
COMP-5116,2024-08-14,Proveedor 322,4867.79
COMP-5117,2025-04-16,Proveedor 493,2458.75
COMP-5118,2025-01-10,Proveedor 478,1611.15
COMP-5119,2023-09-20,Proveedor 8,1209.23
COMP-5120,2025-10-15,Proveedor 274,1471.84
COMP-5121,2025-03-28,Proveedor 473,3418.16
COMP-5122,2024-12-13,Proveedor 60,2394.3
COMP-5123,2024-07-26,Proveedor 251,1991.04
COMP-5124,2024-10-12,Proveedor 385,1261.65
COMP-5125,2025-07-11,Proveedor 460,2326.33
COMP-5126,2023-12-02,Proveedor 268,260.54
COMP-5127,2024-09-03,Proveedor 408,4280.48
COMP-5128,2024-05-02,Proveedor 199,567.44
COMP-5129,2023-11-04,Proveedor 203,4551.64
COMP-5130,2025-04-17,Proveedor 173,3455.1
COMP-5131,2024-08-06,Proveedor 409,2624.74
COMP-5132,2024-08-04,Proveedor 441,2419.72
COMP-5133,2024-08-02,Proveedor 352,1116.74
COMP-5134,2023-03-29,Proveedor 156,3928.71
COMP-5135,2025-02-09,Proveedor 118,2660.69
COMP-5136,2023-03-07,Proveedor 219,2811.59
COMP-5137,2024-07-17,Proveedor 478,2488.98
COMP-5138,2024-11-30,Proveedor 47,376.69
COMP-5139,2025-04-26,Proveedor 149,853.54
COMP-5140,2024-01-24,Proveedor 477,2267.13
COMP-5141,2023-10-12,Proveedor 189,3322.0
COMP-5142,2025-09-16,Proveedor 78,1356.33
COMP-5143,2025-04-26,Proveedor 153,3239.16
COMP-5144,2024-02-10,Proveedor 127,1627.18
COMP-5145,2024-05-27,Proveedor 361,3666.19
COMP-5146,2024-05-23,Proveedor 157,231.88
COMP-5147,2024-09-02,Proveedor 304,4143.18
COMP-5148,2023-03-06,Proveedor 225,4966.53
COMP-5149,2024-09-07,Proveedor 347,2454.81
COMP-5150,2024-02-16,Proveedor 167,4930.37
COMP-5151,2024-11-05,Proveedor 62,4655.82
COMP-5152,2023-08-23,Proveedor 73,1382.56
COMP-5153,2025-04-17,Proveedor 276,1009.53
COMP-5154,2023-10-15,Proveedor 133,1281.46
COMP-5155,2025-02-15,Proveedor 168,2101.09
COMP-5156,2025-09-15,Proveedor 40,1380.37
COMP-5157,2024-03-26,Proveedor 153,1811.77
COMP-5158,2024-05-05,Proveedor 78,267.88
COMP-5159,2025-02-26,Proveedor 246,702.21
COMP-5160,2023-03-21,Proveedor 360,3976.45
COMP-5161,2024-09-24,Proveedor 163,2763.74
COMP-5162,2023-01-20,Proveedor 96,1495.48
COMP-5163,2023-04-16,Proveedor 310,4536.36
COMP-5164,2024-04-26,Proveedor 235,3523.09
COMP-5165,2023-09-22,Proveedor 10,1471.51
COMP-5166,2023-03-12,Proveedor 408,1188.45
COMP-5167,2024-02-18,Proveedor 7,1649.43
COMP-5168,2024-10-01,Proveedor 472,3600.8
COMP-5169,2025-07-27,Proveedor 36,2230.93
COMP-5170,2023-11-08,Proveedor 73,752.98
COMP-5171,2025-03-07,Proveedor 427,4116.8
COMP-5172,2025-04-12,Proveedor 493,1318.83
COMP-5173,2024-06-02,Proveedor 22,1769.78
COMP-5174,2023-08-06,Proveedor 358,1225.66
COMP-5175,2024-12-06,Proveedor 65,840.49
COMP-5176,2024-07-30,Proveedor 109,1833.49
COMP-5177,2024-07-02,Proveedor 444,1840.08
COMP-5178,2024-04-25,Proveedor 90,2314.46
COMP-5179,2023-03-15,Proveedor 10,4854.15
COMP-5180,2025-04-26,Proveedor 430,4409.93
COMP-5181,2023-02-19,Proveedor 228,3464.49
COMP-5182,2024-02-27,Proveedor 191,125.97
COMP-5183,2023-02-23,Proveedor 350,946.09
COMP-5184,2024-01-05,Proveedor 493,4998.61
COMP-5185,2025-06-20,Proveedor 178,4392.45
COMP-5186,2025-03-07,Proveedor 342,2935.44
COMP-5187,2025-07-15,Proveedor 295,229.48
COMP-5188,2024-06-21,Proveedor 318,3732.16
COMP-5189,2024-01-02,Proveedor 285,2404.93
COMP-5190,2023-08-16,Proveedor 155,3645.36
COMP-5191,2023-02-16,Proveedor 260,1003.66
COMP-5192,2025-04-17,Proveedor 207,3521.77
COMP-5193,2023-03-26,Proveedor 137,4810.38
COMP-5194,2025-10-19,Proveedor 234,830.21
COMP-5195,2025-09-06,Proveedor 34,4479.58
COMP-5196,2023-08-25,Proveedor 122,4250.53
COMP-5197,2024-12-22,Proveedor 435,575.02
COMP-5198,2023-11-22,Proveedor 61,310.75
COMP-5199,2023-07-25,Proveedor 449,3317.28
COMP-5200,2023-10-08,Proveedor 364,2036.3
COMP-5201,2023-06-11,Proveedor 261,307.66
COMP-5202,2025-04-21,Proveedor 283,4915.05
COMP-5203,2024-01-25,Proveedor 492,742.85
COMP-5204,2023-07-22,Proveedor 126,1064.45
COMP-5205,2025-04-22,Proveedor 92,4294.62
COMP-5206,2024-05-30,Proveedor 237,2888.88
COMP-5207,2025-09-16,Proveedor 383,4799.15
COMP-5208,2023-12-15,Proveedor 312,4135.56
COMP-5209,2023-06-14,Proveedor 113,1142.99
COMP-5210,2024-05-06,Proveedor 35,3591.07
COMP-5211,2023-10-22,Proveedor 414,3904.89
COMP-5212,2024-02-17,Proveedor 197,4365.83
COMP-5213,2025-06-11,Proveedor 183,4896.65
COMP-5214,2024-01-09,Proveedor 475,3997.51
COMP-5215,2023-12-29,Proveedor 44,3780.42
COMP-5216,2024-05-22,Proveedor 269,4320.67
COMP-5217,2025-10-22,Proveedor 253,2542.97
COMP-5218,2023-09-22,Proveedor 104,810.37
COMP-5219,2024-06-28,Proveedor 304,4246.22
COMP-5220,2023-10-25,Proveedor 239,4551.36
COMP-5221,2025-08-12,Proveedor 202,3049.96
COMP-5222,2024-07-06,Proveedor 99,2448.83
COMP-5223,2024-07-05,Proveedor 93,574.55
COMP-5224,2024-01-11,Proveedor 257,204.45
COMP-5225,2023-04-11,Proveedor 45,3706.25
COMP-5226,2023-08-10,Proveedor 218,2899.89
COMP-5227,2023-07-05,Proveedor 207,3825.57
COMP-5228,2024-02-26,Proveedor 231,943.18
COMP-5229,2025-10-12,Proveedor 221,1299.74
COMP-5230,2023-01-30,Proveedor 378,2030.05
COMP-5231,2023-09-09,Proveedor 218,3568.02
COMP-5232,2024-02-10,Proveedor 196,4532.47
COMP-5233,2024-12-04,Proveedor 297,4680.98
COMP-5234,2025-08-03,Proveedor 66,698.15
COMP-5235,2025-05-14,Proveedor 45,1644.48
COMP-5236,2024-08-07,Proveedor 464,4581.74
COMP-5237,2023-01-18,Proveedor 193,1838.3
COMP-5238,2025-03-02,Proveedor 490,3308.57
COMP-5239,2024-09-18,Proveedor 325,808.73
COMP-5240,2025-06-01,Proveedor 49,4105.54
COMP-5241,2024-08-31,Proveedor 190,4130.13
COMP-5242,2025-05-02,Proveedor 127,3927.62
COMP-5243,2025-01-19,Proveedor 215,2087.62
COMP-5244,2025-08-01,Proveedor 328,1968.14
COMP-5245,2023-03-07,Proveedor 5,40.45
COMP-5246,2023-08-17,Proveedor 200,1818.29
COMP-5247,2024-05-18,Proveedor 277,2755.39
COMP-5248,2025-04-02,Proveedor 312,531.34
COMP-5249,2023-08-06,Proveedor 390,849.34
COMP-5250,2025-08-09,Proveedor 403,3477.82
COMP-5251,2023-05-28,Proveedor 88,1662.73
COMP-5252,2023-03-17,Proveedor 59,2909.17
COMP-5253,2025-09-05,Proveedor 295,2460.58
COMP-5254,2025-04-30,Proveedor 3,2090.46
COMP-5255,2023-05-08,Proveedor 480,201.08
COMP-5256,2024-06-26,Proveedor 472,1489.65
COMP-5257,2024-04-07,Proveedor 274,2749.6
COMP-5258,2024-07-20,Proveedor 41,999.28
COMP-5259,2023-06-29,Proveedor 440,3584.9
COMP-5260,2025-02-18,Proveedor 82,3912.76
COMP-5261,2023-11-21,Proveedor 380,3967.75
COMP-5262,2025-06-08,Proveedor 128,2184.8
COMP-5263,2024-06-28,Proveedor 496,2894.03
COMP-5264,2023-11-26,Proveedor 166,229.97
COMP-5265,2025-04-16,Proveedor 120,2152.23
COMP-5266,2025-01-05,Proveedor 226,3011.97
COMP-5267,2024-03-01,Proveedor 318,3908.24
COMP-5268,2023-04-27,Proveedor 88,3820.07
COMP-5269,2025-09-27,Proveedor 328,933.21
COMP-5270,2025-01-06,Proveedor 196,1990.15
COMP-5271,2025-10-11,Proveedor 379,2022.32
COMP-5272,2023-08-14,Proveedor 362,1262.85
COMP-5273,2024-05-29,Proveedor 23,3138.7
COMP-5274,2024-11-26,Proveedor 113,4518.99
COMP-5275,2024-07-12,Proveedor 118,4237.45
COMP-5276,2024-05-09,Proveedor 340,1184.95
COMP-5277,2024-05-27,Proveedor 486,4098.0
COMP-5278,2024-12-04,Proveedor 488,1747.77
COMP-5279,2023-10-07,Proveedor 317,800.99
COMP-5280,2024-04-16,Proveedor 491,4075.8
COMP-5281,2025-02-13,Proveedor 233,458.12
COMP-5282,2025-04-18,Proveedor 290,388.81
COMP-5283,2025-06-21,Proveedor 42,4792.03
COMP-5284,2025-10-08,Proveedor 328,3809.34
COMP-5285,2023-08-08,Proveedor 30,3416.78
COMP-5286,2024-11-05,Proveedor 28,3195.95
COMP-5287,2023-07-22,Proveedor 193,121.52
COMP-5288,2025-01-30,Proveedor 261,2509.57
COMP-5289,2025-08-23,Proveedor 213,2820.97
COMP-5290,2023-11-05,Proveedor 319,3665.96
COMP-5291,2024-10-21,Proveedor 6,3575.0
COMP-5292,2024-11-09,Proveedor 479,983.37
COMP-5293,2024-10-01,Proveedor 317,4372.88
COMP-5294,2024-01-11,Proveedor 470,1311.58
COMP-5295,2023-01-20,Proveedor 205,1713.45
COMP-5296,2023-02-22,Proveedor 15,1984.81
COMP-5297,2024-05-21,Proveedor 26,4164.91
COMP-5298,2025-05-12,Proveedor 27,4327.15
COMP-5299,2023-05-11,Proveedor 494,2121.84
COMP-5300,2024-02-28,Proveedor 222,3513.59
COMP-5301,2023-07-29,Proveedor 289,1197.41
COMP-5302,2023-05-30,Proveedor 468,99.98
COMP-5303,2023-05-28,Proveedor 318,3607.66
COMP-5304,2023-04-16,Proveedor 296,1800.21
COMP-5305,2024-01-29,Proveedor 52,174.59
COMP-5306,2024-01-20,Proveedor 481,1763.24
COMP-5307,2024-02-11,Proveedor 448,1190.47
COMP-5308,2025-06-26,Proveedor 474,1737.27
COMP-5309,2023-02-04,Proveedor 422,439.38
COMP-5310,2025-05-27,Proveedor 343,4466.96
COMP-5311,2023-02-25,Proveedor 498,2495.58
COMP-5312,2024-10-29,Proveedor 329,2748.06
COMP-5313,2024-05-13,Proveedor 234,4094.23
COMP-5314,2023-05-17,Proveedor 476,376.96
COMP-5315,2024-10-02,Proveedor 327,3937.03
COMP-5316,2024-06-05,Proveedor 163,4225.37
COMP-5317,2023-02-18,Proveedor 458,1240.88
COMP-5318,2023-04-18,Proveedor 329,1302.6
COMP-5319,2024-11-01,Proveedor 82,2343.01
COMP-5320,2023-01-14,Proveedor 181,4250.29
COMP-5321,2023-12-22,Proveedor 184,4965.62
COMP-5322,2023-07-21,Proveedor 399,1496.86
COMP-5323,2024-10-06,Proveedor 138,2464.45
COMP-5324,2025-05-13,Proveedor 390,2912.98
COMP-5325,2024-12-21,Proveedor 349,611.76
COMP-5326,2023-01-01,Proveedor 84,4401.16
COMP-5327,2023-04-15,Proveedor 352,1434.07
COMP-5328,2023-06-01,Proveedor 487,959.05
COMP-5329,2025-03-14,Proveedor 270,551.81
COMP-5330,2024-01-08,Proveedor 96,2801.33
COMP-5331,2023-02-27,Proveedor 215,2137.13
COMP-5332,2023-02-04,Proveedor 28,200.98
COMP-5333,2025-02-25,Proveedor 40,4643.25
COMP-5334,2024-08-01,Proveedor 243,2750.2
COMP-5335,2025-06-21,Proveedor 131,944.88
COMP-5336,2024-08-07,Proveedor 238,1120.6
COMP-5337,2024-04-17,Proveedor 113,1204.62
COMP-5338,2024-06-16,Proveedor 23,1366.77
COMP-5339,2023-06-03,Proveedor 160,3901.78
COMP-5340,2025-09-30,Proveedor 427,4238.01
COMP-5341,2025-09-24,Proveedor 454,313.39
COMP-5342,2024-03-17,Proveedor 461,2866.43
COMP-5343,2023-11-11,Proveedor 407,1981.94
COMP-5344,2023-12-30,Proveedor 456,2475.23
COMP-5345,2024-09-09,Proveedor 432,4252.81
COMP-5346,2025-01-22,Proveedor 284,4026.83
COMP-5347,2024-02-02,Proveedor 187,4321.87
COMP-5348,2023-02-23,Proveedor 55,2751.47
COMP-5349,2023-06-02,Proveedor 247,3352.61
COMP-5350,2023-04-13,Proveedor 328,393.32
COMP-5351,2023-10-09,Proveedor 126,4291.08
COMP-5352,2025-08-21,Proveedor 427,1339.81
COMP-5353,2023-07-09,Proveedor 268,4457.85
COMP-5354,2025-02-18,Proveedor 490,1693.61
COMP-5355,2024-06-14,Proveedor 290,1731.81
COMP-5356,2024-07-06,Proveedor 142,3746.91
COMP-5357,2025-02-05,Proveedor 220,250.82
COMP-5358,2023-03-06,Proveedor 313,3717.0
COMP-5359,2024-03-16,Proveedor 459,2832.52
COMP-5360,2024-03-29,Proveedor 309,4763.8
COMP-5361,2024-04-12,Proveedor 311,3172.23
COMP-5362,2024-09-19,Proveedor 171,1478.63
COMP-5363,2024-11-01,Proveedor 396,4000.57
COMP-5364,2023-08-22,Proveedor 19,3460.92
COMP-5365,2023-06-02,Proveedor 161,1597.32
COMP-5366,2023-10-04,Proveedor 165,3959.38
COMP-5367,2023-11-23,Proveedor 48,1879.53
COMP-5368,2025-01-25,Proveedor 134,2885.47
COMP-5369,2023-10-31,Proveedor 380,4161.76
COMP-5370,2025-06-03,Proveedor 112,4864.6
COMP-5371,2024-07-01,Proveedor 459,4227.95
COMP-5372,2023-03-17,Proveedor 316,4849.57
COMP-5373,2024-12-16,Proveedor 463,4088.32
COMP-5374,2025-09-03,Proveedor 58,230.33
COMP-5375,2023-08-28,Proveedor 284,3894.16
COMP-5376,2024-11-27,Proveedor 359,1463.66
COMP-5377,2023-09-28,Proveedor 129,317.56
COMP-5378,2025-01-15,Proveedor 199,4207.66
COMP-5379,2023-07-02,Proveedor 401,3235.36
COMP-5380,2025-08-31,Proveedor 122,1708.82
COMP-5381,2023-02-05,Proveedor 11,2418.62
COMP-5382,2023-07-22,Proveedor 245,2239.45
COMP-5383,2024-08-05,Proveedor 446,4645.81
COMP-5384,2024-05-08,Proveedor 462,4930.69
COMP-5385,2025-07-22,Proveedor 248,349.14
COMP-5386,2024-07-05,Proveedor 128,3223.23
COMP-5387,2023-03-20,Proveedor 220,537.57
COMP-5388,2024-08-27,Proveedor 482,4691.32
COMP-5389,2023-02-28,Proveedor 343,519.35
COMP-5390,2024-10-03,Proveedor 340,3103.01
COMP-5391,2024-10-05,Proveedor 162,4685.35
COMP-5392,2023-04-22,Proveedor 87,1559.68
COMP-5393,2024-02-20,Proveedor 129,809.37
COMP-5394,2024-05-01,Proveedor 460,4981.02
COMP-5395,2023-04-03,Proveedor 353,489.81
COMP-5396,2024-05-26,Proveedor 303,3710.83
COMP-5397,2023-01-12,Proveedor 179,1294.34
COMP-5398,2023-01-14,Proveedor 331,404.62
COMP-5399,2023-12-30,Proveedor 311,2210.82
COMP-5400,2025-04-09,Proveedor 497,3473.49
COMP-5401,2025-03-22,Proveedor 356,702.96
COMP-5402,2024-01-17,Proveedor 300,1965.53
COMP-5403,2024-02-16,Proveedor 399,380.42
COMP-5404,2024-12-11,Proveedor 256,929.67
COMP-5405,2023-12-28,Proveedor 326,4548.71
COMP-5406,2025-10-22,Proveedor 121,2024.86
COMP-5407,2023-06-07,Proveedor 470,3366.67
COMP-5408,2023-09-19,Proveedor 474,3620.59
COMP-5409,2023-12-14,Proveedor 480,1678.36
COMP-5410,2024-12-07,Proveedor 447,2712.01
COMP-5411,2023-06-17,Proveedor 402,4426.41
COMP-5412,2025-10-27,Proveedor 18,1244.04
COMP-5413,2024-03-24,Proveedor 130,3215.64
COMP-5414,2025-01-07,Proveedor 51,851.85
COMP-5415,2024-11-15,Proveedor 285,2817.47
COMP-5416,2024-02-18,Proveedor 458,3184.13
COMP-5417,2024-07-22,Proveedor 144,1547.81
COMP-5418,2023-05-11,Proveedor 424,2204.92
COMP-5419,2025-09-25,Proveedor 379,2129.25
COMP-5420,2024-09-17,Proveedor 269,47.72
COMP-5421,2025-10-28,Proveedor 80,3496.52
COMP-5422,2023-01-10,Proveedor 481,4401.93
COMP-5423,2023-11-01,Proveedor 260,1974.0
COMP-5424,2023-09-15,Proveedor 355,1868.26
COMP-5425,2025-05-08,Proveedor 20,1536.63
COMP-5426,2023-11-03,Proveedor 281,1934.7
COMP-5427,2023-11-25,Proveedor 97,4963.06
COMP-5428,2024-05-08,Proveedor 268,1062.93
COMP-5429,2023-12-12,Proveedor 248,4740.3
COMP-5430,2024-11-13,Proveedor 106,96.4
COMP-5431,2024-10-09,Proveedor 74,111.43
COMP-5432,2025-01-31,Proveedor 331,1494.07
COMP-5433,2024-06-24,Proveedor 460,1692.28
COMP-5434,2023-04-24,Proveedor 247,2432.86
COMP-5435,2025-02-04,Proveedor 128,4230.6
COMP-5436,2024-04-29,Proveedor 123,4081.13
COMP-5437,2024-11-19,Proveedor 254,4494.77
COMP-5438,2024-03-09,Proveedor 239,4378.56
COMP-5439,2024-12-29,Proveedor 446,1321.87
COMP-5440,2024-03-31,Proveedor 387,1973.92
COMP-5441,2024-03-13,Proveedor 377,2130.69
COMP-5442,2023-06-24,Proveedor 430,3251.42
COMP-5443,2024-07-14,Proveedor 1,2469.89
COMP-5444,2025-08-12,Proveedor 101,721.47
COMP-5445,2024-02-15,Proveedor 300,1791.2
COMP-5446,2024-01-09,Proveedor 208,4183.87
COMP-5447,2024-08-11,Proveedor 138,1102.98
COMP-5448,2025-03-19,Proveedor 482,1022.83
COMP-5449,2024-01-08,Proveedor 444,3802.29
COMP-5450,2023-10-11,Proveedor 172,1478.74
COMP-5451,2025-10-21,Proveedor 284,3892.68
COMP-5452,2025-07-20,Proveedor 156,3265.2
COMP-5453,2023-06-06,Proveedor 386,4959.51
COMP-5454,2023-03-14,Proveedor 90,1031.65
COMP-5455,2024-01-22,Proveedor 180,3823.68
COMP-5456,2025-01-18,Proveedor 316,2893.27
COMP-5457,2025-02-23,Proveedor 303,2316.6
COMP-5458,2024-06-06,Proveedor 273,4239.49
COMP-5459,2023-11-14,Proveedor 72,3993.59
COMP-5460,2025-03-13,Proveedor 479,2421.32
COMP-5461,2025-08-30,Proveedor 82,3380.53
COMP-5462,2023-05-11,Proveedor 95,3664.0
COMP-5463,2023-09-05,Proveedor 178,779.63
COMP-5464,2024-12-10,Proveedor 310,546.31
COMP-5465,2023-02-10,Proveedor 457,3105.33
COMP-5466,2024-12-29,Proveedor 108,1892.06
COMP-5467,2024-11-29,Proveedor 133,2501.17
COMP-5468,2024-06-08,Proveedor 430,2698.44
COMP-5469,2024-11-24,Proveedor 451,1327.58
COMP-5470,2023-09-13,Proveedor 202,2254.81
COMP-5471,2023-04-11,Proveedor 173,2099.0
COMP-5472,2024-11-17,Proveedor 215,2861.48
COMP-5473,2025-08-18,Proveedor 77,3365.34
COMP-5474,2024-04-14,Proveedor 260,4152.85
COMP-5475,2024-03-25,Proveedor 68,4450.59
COMP-5476,2024-11-08,Proveedor 401,691.98
COMP-5477,2023-07-24,Proveedor 330,1325.99
COMP-5478,2025-03-26,Proveedor 210,3444.01
COMP-5479,2023-04-30,Proveedor 352,2843.86
COMP-5480,2025-05-12,Proveedor 56,4135.41
COMP-5481,2023-01-10,Proveedor 79,2586.94
COMP-5482,2023-05-05,Proveedor 162,1691.44
COMP-5483,2023-03-10,Proveedor 248,773.06
COMP-5484,2025-01-31,Proveedor 128,4486.98
COMP-5485,2023-08-19,Proveedor 357,1955.85
COMP-5486,2024-10-25,Proveedor 346,954.83
COMP-5487,2024-03-24,Proveedor 248,3141.46
COMP-5488,2024-03-14,Proveedor 334,1034.39
COMP-5489,2024-06-14,Proveedor 172,1141.01
COMP-5490,2023-10-15,Proveedor 202,1169.31
COMP-5491,2023-06-07,Proveedor 30,1772.6
COMP-5492,2023-02-15,Proveedor 364,1539.91
COMP-5493,2024-12-30,Proveedor 345,4925.66
COMP-5494,2025-10-07,Proveedor 317,2900.5
COMP-5495,2025-10-21,Proveedor 333,3321.89
COMP-5496,2025-01-07,Proveedor 420,3989.3
COMP-5497,2023-02-22,Proveedor 299,1402.71
COMP-5498,2024-05-21,Proveedor 53,1337.56
COMP-5499,2023-11-22,Proveedor 292,2333.77
COMP-5500,2023-04-26,Proveedor 165,3742.74
COMP-5501,2024-12-11,Proveedor 190,193.19
COMP-5502,2025-04-04,Proveedor 167,187.43
COMP-5503,2025-02-20,Proveedor 282,3140.45
COMP-5504,2025-01-30,Proveedor 94,2354.77
COMP-5505,2024-09-19,Proveedor 316,802.33
COMP-5506,2025-08-17,Proveedor 236,3724.09
COMP-5507,2024-09-02,Proveedor 331,798.0
COMP-5508,2024-02-22,Proveedor 29,4747.41
COMP-5509,2024-03-06,Proveedor 42,1877.22
COMP-5510,2025-03-29,Proveedor 255,1485.33
COMP-5511,2025-07-15,Proveedor 235,838.32
COMP-5512,2025-07-04,Proveedor 30,4132.23
COMP-5513,2023-09-23,Proveedor 392,4208.21
COMP-5514,2024-09-02,Proveedor 431,457.3
COMP-5515,2024-04-16,Proveedor 465,3790.28
COMP-5516,2024-12-22,Proveedor 279,4377.85
COMP-5517,2024-06-15,Proveedor 447,2166.11
COMP-5518,2025-03-18,Proveedor 487,4341.57
COMP-5519,2025-10-24,Proveedor 340,2778.45
COMP-5520,2025-08-30,Proveedor 482,4430.33
COMP-5521,2025-05-09,Proveedor 338,747.18
COMP-5522,2024-07-09,Proveedor 399,1502.58
COMP-5523,2023-10-20,Proveedor 128,1127.63
COMP-5524,2025-03-23,Proveedor 296,58.71
COMP-5525,2024-11-26,Proveedor 243,4271.26
COMP-5526,2025-09-08,Proveedor 325,553.15
COMP-5527,2025-09-22,Proveedor 352,1891.6
COMP-5528,2025-08-15,Proveedor 400,1907.09
COMP-5529,2025-01-29,Proveedor 270,2590.34
COMP-5530,2023-09-29,Proveedor 121,1413.07
COMP-5531,2023-09-07,Proveedor 275,928.95
COMP-5532,2023-04-19,Proveedor 235,855.94
COMP-5533,2024-10-02,Proveedor 239,1233.8
COMP-5534,2023-02-01,Proveedor 372,4353.32
COMP-5535,2024-02-24,Proveedor 230,2368.58
COMP-5536,2023-10-27,Proveedor 164,462.66
COMP-5537,2024-01-30,Proveedor 402,3437.38
COMP-5538,2023-09-29,Proveedor 262,66.2
COMP-5539,2023-07-29,Proveedor 210,4684.67
COMP-5540,2025-01-18,Proveedor 207,1807.29
COMP-5541,2024-05-14,Proveedor 20,2517.53
COMP-5542,2025-10-29,Proveedor 176,674.01
COMP-5543,2024-10-01,Proveedor 183,1506.64
COMP-5544,2023-02-03,Proveedor 268,1862.75
COMP-5545,2025-02-19,Proveedor 335,154.69
COMP-5546,2023-09-18,Proveedor 79,1518.41
COMP-5547,2024-10-23,Proveedor 132,3207.7
COMP-5548,2025-07-15,Proveedor 176,1615.79
COMP-5549,2025-10-02,Proveedor 89,3158.22
COMP-5550,2024-04-29,Proveedor 123,2113.21
COMP-5551,2025-09-01,Proveedor 363,1470.49
COMP-5552,2025-07-19,Proveedor 358,675.77
COMP-5553,2025-03-02,Proveedor 481,4958.7
COMP-5554,2023-02-11,Proveedor 478,2764.13
COMP-5555,2024-11-15,Proveedor 408,3590.83
COMP-5556,2024-06-07,Proveedor 347,3752.99
COMP-5557,2023-05-14,Proveedor 26,1052.36
COMP-5558,2024-09-20,Proveedor 95,804.4
COMP-5559,2024-08-05,Proveedor 11,2189.14
COMP-5560,2024-11-15,Proveedor 293,2217.34
COMP-5561,2023-07-28,Proveedor 283,2578.11
COMP-5562,2024-02-22,Proveedor 353,1449.65
COMP-5563,2024-05-15,Proveedor 267,2565.68
COMP-5564,2024-04-27,Proveedor 223,4652.33
COMP-5565,2025-06-30,Proveedor 393,4689.67
COMP-5566,2023-09-17,Proveedor 214,457.96
COMP-5567,2024-02-19,Proveedor 69,3650.39
COMP-5568,2024-11-14,Proveedor 432,4450.96
COMP-5569,2023-03-20,Proveedor 109,3308.56
COMP-5570,2024-06-28,Proveedor 364,2034.78
COMP-5571,2024-08-27,Proveedor 405,2464.29
COMP-5572,2023-04-07,Proveedor 473,2597.39
COMP-5573,2025-01-31,Proveedor 442,2473.93
COMP-5574,2024-11-12,Proveedor 231,3147.1
COMP-5575,2024-05-11,Proveedor 347,2331.22
COMP-5576,2024-04-09,Proveedor 225,2384.91
COMP-5577,2023-04-02,Proveedor 456,4400.5
COMP-5578,2023-01-11,Proveedor 13,3486.6
COMP-5579,2025-03-07,Proveedor 347,2700.13
COMP-5580,2024-08-14,Proveedor 450,2478.6
COMP-5581,2024-11-16,Proveedor 155,2761.14
COMP-5582,2023-02-08,Proveedor 436,312.24
COMP-5583,2023-09-22,Proveedor 346,3616.13
COMP-5584,2024-07-29,Proveedor 195,383.9
COMP-5585,2024-08-10,Proveedor 204,1532.35
COMP-5586,2023-03-29,Proveedor 278,4328.15
COMP-5587,2023-07-19,Proveedor 84,1391.1
COMP-5588,2025-01-26,Proveedor 417,43.5
COMP-5589,2024-03-13,Proveedor 460,2485.57
COMP-5590,2023-05-31,Proveedor 55,3242.7
